Date,Year,Month,Type,Country,Area,Location,Activity,Activity on surface,Table Presence,Sex,Age,Injury,Damage,Time,Species
02/11/2005,2005,November,Unprovoked,USA,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,Yes,Yes,M,26,"No injury, board bumped",No Fatal,Morning,White Shark
28/07/2004,2004,July,Unprovoked,USA,North & South Carolina,"Rodanthe, Dare County",Surfing,Yes,Yes,F,28,Right calf bitten,No Fatal,Afternoon,Unknown
22/05/2004,2004,May,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Unknown,,,F,9,Foot bitten,No Fatal,Afternoon,Unknown
26/02/2004,2004,February,Unprovoked,NEW ZEALAND,"South Island, Near Karitane North Of Dunedin",South Beach,Surfing,Yes,Yes,M,15,Thigh lacerated,No Fatal,Evening,2 M [6.75'] Sevengill  Shark
10/07/2003,2003,July,Unprovoked,BAHAMAS,Abaco Islands,Bakers Bay,Spearfishing,No,No,M,58,Right thigh bitten,No Fatal,Afternoon,Unidentified Species
03/05/2003,2003,May,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Wading,,No,F,9,Laceration to right lower leg,No Fatal,Morning,Unknown
27/09/2002,2002,September,Provoked,TONGA,Vava'U,Swimming with humpback whales,Swimming,Yes,No,M,Unknown,Thigh lacerated  PROVOKED INCIDENT,No Fatal,Afternoon,"Tiger Shark, 1.5 M [5']K"
20/06/2002,2002,June,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,Surfing,Yes,Yes,M,30,minor injury to foot,No Fatal,Morning,Unknown
07/11/2001,2001,November,Unknown,AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",Surfing,Yes,Yes,M,Unknown,"No injury, fell off ski after possibly colliding with  a shark",Unknown,Unknown,Unknown
07/10/2001,2001,October,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Salt Rock,Body boarding,Yes,Yes,M,Unknown,No injury,No Fatal,Unknown,Mako Shark
30/09/2001,2001,September,Unknown,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane",Watercraft,,,M,31,No injury from shark,No Fatal,P.M.,White Shark
06/07/2001,2001,July,Unprovoked,USA,Florida,Gulf Islands National Seashore,Swimming,Yes,No,M,8,"Arm severed, surgically reattached",No Fatal,Dusk,Bull Shark
18/05/2001,2001,May,Provoked,PHILIPPINES,Zamboanga Del Sur Province,,Fishing,,,M,24,Arm bitten PROVOKED INCIDENT,No Fatal,Unknown,Unknown
05/04/2001,2001,April,Unprovoked,BRAZIL,Rio Grande De Norte,"Praia de Camapum, Macau",Batin,,,F,12,Left thigh bitten,No Fatal,Unknown,Unknown
08/09/2000,2000,September,Unprovoked,REUNION,Saint-Pierre,Pic du Diable,Surfing,Yes,Yes,M,27,Left arm bitten,No Fatal,Afternoon,"Tiger Shark, 3 M [10']"
10/07/2000,2000,July,Unprovoked,USA,Florida,"Daytona  Beach, Volusia County",Wading,,No,M,13,Minor laceration & 3 punctures to right foot,No Fatal,Afternoon,Unknown
30/10/1999,1999,October,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Body boarding,Yes,Yes,M,45,Right foot lacerated,No Fatal,Afternoon,Unknown
14/03/1999,1999,March,Provoked,NEW ZEALAND,Unknown,,Fishing,,,M,28,Right thigh bitten PROVOKED INCIDENT,No Fatal,Unknown,Mako Shark
31/05/1997,1997,May,Unprovoked,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee,Spearfishing,No,No,M,35,Right thigh punctured,No Fatal,Morning,4' Shark
28/02/1997,1997,February,Unprovoked,AUSTRALIA,Queensland,"Carrara, Nerang River",Swimming,Yes,No,F,21,Left leg biten,No Fatal,Unknown,A Small Shark
06/09/1996,1996,September,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Yes,Yes,M,19,Small puncture wounds and lacerations on right leg just below knee,No Fatal,Morning,A Young Shark
06/06/1996,1996,June,Unprovoked,AUSTRALIA,Victoria,"Suicide Point, Point Leo",Surfing,Yes,Yes,M,Unknown,"No injury, board bitten",No Fatal,Afternoon,White Shark
25/04/1996,1996,April,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,Yes,No,M,11,Puncture wounds on upper left thigh,No Fatal,Unknown,Wobbegong Shark
07/04/1996,1996,April,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
28/07/1995,1995,July,Unprovoked,USA,North & South Carolina,"Pawleys Island, Georgetown County",Unknown,,,M,12,Hand bitten (minor injury),No Fatal,Unknown,Unknown
11/03/1995,1995,March,Unprovoked,AUSTRALIA,South Australia,Cactus Beach,Surfing,Yes,Yes,M,35,Left arm lacerated,No Fatal,Morning,Whaler Shark
01/02/1995,1995,February,Unprovoked,VENEZUELA,Unknown,,Surfing,Yes,Yes,M,Unknown,Right ankle & foot bitten,No Fatal,Unknown,Unknown
11/12/1994,1994,December,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,Yes,Yes,M,Unknown,Right thigh bitten,No Fatal,Unknown,Unknown
06/11/1994,1994,November,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,Yes,Yes,Unknown,Unknown,"No injury, shark bit surfboard",No Fatal,Afternoon,Unknown
21/09/1994,1994,September,Unprovoked,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,Yes,Yes,M,43,"No injury, surfboard bitten",No Fatal,Afternoon,White Shark
24/06/1994,1994,June,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,Spearfishing,No,No,M,30,Forearm severely bitten,No Fatal,Afternoon,1.8 M [6'] Shark
28/05/1994,1994,May,Unprovoked,USA,Florida,"3 miles east of Jacksonville Beach, Duval County",Spearfishing,No,No,M,35,Shoulder bitten,No Fatal,Unknown,2.1 M [7'] Shark
28/11/1993,1993,November,Unprovoked,USA,Florida,"North Beach Jetty, St Lucie County",Swimming,Yes,No,M,30,Minor cuts to left leg,No Fatal,Unknown,Unknown
16/09/1993,1993,September,Unprovoked,EL SALVADOR,La Libertad,near El Cocal Beach,Surfing,Yes,Yes,Unknown,15,Left leg gashed,No Fatal,Unknown,White Shark
15/08/1993,1993,August,Unknown,USA,California,Between Santa Cruz Island and Santa Barbara,Watercraft,,,Unknown,Unknown,No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times,No Fatal,Morning,White Shark
15/08/1993,1993,August,Unprovoked,USA,North & South Carolina,Pamlico Sound,Riding floatation device,,,F,19,Severe lacerations to abdomen & thighs,No Fatal,Morning,Bull Shark
14/08/1993,1993,August,Unknown,AUSTRALIA,Western Australia,Off Rottnest Island,Watercraft,,,Unknown,Unknown,"No injury to occupants. Shark struck boat, lifting the outboard motor",No Fatal,Unknown,White Shark
19/02/1993,1993,February,Sea Disaster,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea disaster,,,M,Unknown,Puncture wounds to right thigh,No Fatal,Night,Unknown
14/11/1992,1992,November,Unknown,USA,California,"Ano Nuevo, San Mateo County",Watercraft,,,M,46,"No injury, kayak bitten",No Fatal,Morning,White Shark
09/02/1992,1992,February,Unknown,AUSTRALIA,Tasmania,"Clifton Beach, southwest of Hobart",Surfing,Yes,Yes,M,19,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",Unknown,Evening,Unknown
28/08/1990,1990,August,Unprovoked,USA,California,"Trinidad Head, Humboldt County",Surfing,Yes,Yes,M,22,4 punctures on leg & board bitten,No Fatal,Afternoon,White Shark
17/02/1990,1990,February,Unprovoked,USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Spearfishing,No,No,M,Unknown,Right arm severed  FATAL,Fatal,Evening,Two Sharks Seen In Vicinity: 2.4 M & 4.25 M  [8' & 14'] Tl
06/06/1989,1989,June,Unprovoked,ITALY,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara",Surfing,Yes,Yes,M,Unknown,Upper right thigh bitten,No Fatal,Afternoon,White Shark
14/10/1988,1988,October,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",Surfing,Yes,Yes,M,15,Lacerations to left thigh,No Fatal,Unknown,6' Shark
28/09/1988,1988,September,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Yes,Yes,M,21,Lacerations to foot,No Fatal,Afternoon,5' Shark
21/11/1987,1987,November,Unprovoked,USA,Florida,"North of Jupiter Inlet, Palm Beach County",Surfing,Yes,Yes,M,15,Leg lacerated,No Fatal,Unknown,Unknown
18/09/1987,1987,September,Unprovoked,AUSTRALIA,South Australia,"Merino Rocks, Adelaide",Diving,No,No,M,47,FATAL,Fatal,Unknown,White Shark
05/03/1986,1986,March,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",Surfing,Yes,Yes,M,23,"No injury, board struck by shark",No Fatal,Unknown,2 M [6.75'] Shark
25/07/1985,1985,July,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,,No,F,13,Right calf bitten,No Fatal,Afternoon,Hammerhead Shark
19/07/1985,1985,July,Unprovoked,USA,North & South Carolina,"Folly Beach, Charleston County",Playing in knee-deep water,,,F,10,2/3rd of left calf removed,No Fatal,Unknown,"Tiger Shark, 2.4 M To 2.7 M [8' To 9']"
08/05/1985,1985,May,Provoked,SOUTH AFRICA,Kwazulu-Natal,Umdhloti,Spearfishing,No,No,M,39,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",No Fatal,Unknown,30-Kg [66-Lb] Shark
16/03/1985,1985,March,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,Yes,Yes,M,25,Hand bitten,No Fatal,Unknown,Unknown
27/01/1985,1985,January,Unprovoked,SOUTH AFRICA,Western Cape Province,Struisbaai,Swimming,Yes,No,M,15,"Right knee, calf and ankle lacerated",No Fatal,Afternoon,Raggedtooth Shark
01/01/1985,1985,January,Unprovoked,VANUATU,Malampa Province,"Port Sandwich Bay, Lamap, Malakula",Unknown,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
11/09/1984,1984,September,Provoked,MEXICO,Baja California,Guadalupe Island,Spearfishing,No,No,M,Unknown,"No Injury, PROVOKED INCIDENT",No Fatal,Afternoon,White Shark
24/12/1983,1983,December,Unprovoked,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",Diving,No,No,M,48,Fingers bitten,No Fatal,Unknown,White Shark
20/08/1983,1983,August,Unprovoked,USA,Oregon,"Cape Kiwanda,Tillamook County",Surfing,Yes,Yes,M,Unknown,"No injury, board bitten",No Fatal,Morning,White Shark
26/07/1983,1983,July,Sea Disaster,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",Swimming,Yes,No,F,21,"FATAL, shark seized her by the chest and took her underwater",Fatal,Night,"Tiger Shark, 5 M [16.5']"
25/07/1983,1983,July,Sea Disaster,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",14 m prawn trawler new venture capsized  & sank in heavy seas three people in the water,,,M,28,"Left knee bitten, but survived",No Fatal,Night,"Tiger Shark, 5 M [16.5']"
01/07/1982,1982,July,Unprovoked,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",Unknown,,,Unknown,Unknown,Left arm bitten,No Fatal,Unknown,Unknown
13/06/1982,1982,June,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Fall into the water,Yes,No,M,Unknown,Thigh bitten 3 times,No Fatal,Unknown,Reef Shark
03/09/1981,1981,September,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,Yes,Yes,M,24,Laceration to foot,No Fatal,Morning,Unknown
22/08/1980,1980,August,Unprovoked,MEXICO,Unknown,,Diving,No,No,M,22,FATAL,Fatal,Unknown,Unknown
16/09/1978,1978,September,Unprovoked,ITALY,Tyrrhenian Sea,Capo d'Anzio,Diving,No,No,M,Unknown,No injury,No Fatal,Morning,White Shark
31/08/1977,1977,August,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",Surfing,Yes,Yes,M,17,"Board rammed &  bitten, left thigh lacerated",No Fatal,Afternoon,White Shark
26/05/1977,1977,May,Unknown,SOUTH AFRICA,Western Cape Province,13 km off Knysna,Watercraft,,,M,Unknown,Lombard's thigh was lacerated by shark that leapt into boat,No Fatal,Unknown,Mako Shark
20/07/1974,1974,July,Unprovoked,USA,Georgia,"Back River, Savannah Beach, Chatham County",Swimming,Yes,No,M,17,FATAL,Fatal,Unknown,Small Sharks'
25/09/1971,1971,September,Unprovoked,USA,North & South Carolina,"Emerald Isle, Carteret County",Surfing,Yes,Yes,Unknown,17,Left foot injured,No Fatal,Unknown,Unknown
22/05/1969,1969,May,Unprovoked,DOMINICAN REPUBLIC,Unknown,,Surfing,Yes,Yes,M,18,,Unknown,Afternoon,Unknown
19/08/1969,1969,August,Provoked,USA,Florida,"Marathon, Monroe County",Fishing,,,M,34,Laceration to foot from dead shark PROVOKED INCIDENT,No Fatal,Unknown,Lemon Shark
24/08/1968,1968,August,Unprovoked,USA,Florida,Half mile north of Juno Beach Pier,Playing with a frisbee in the shallows,,,Unknown,9,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",No Fatal,Afternoon,Hammerhead Shark
19/08/1967,1967,August,Unprovoked,AUSTRALIA,Western Australia,Jurien Bay,Spearfishing,No,No,M,23,"FATAL, bitten in two",Fatal,Morning,White Shark
27/09/1966,1966,September,Unprovoked,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",Diving,No,No,M,32,Shoulder lacerated,No Fatal,Afternoon,Whaler Shark
23/08/1966,1966,August,Unprovoked,NEW BRITAIN,Duke Of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving,No,No,F,9,FATAL,Fatal,Midday,A Pack Of 6 Sharks
11/06/1966,1966,June,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,,,M,18,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,No Fatal,Morning,Hammerhead Shark
21/09/1965,1965,September,Provoked,PAPUA NEW GUINEA,Madang Province,Sek Harbor,Spearing fish,,,M,26,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",No Fatal,Unknown,Small Shark
Unknown,1965,Unknown,Unknown,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Bather,,,Unknown,12,No details,Unknown,Unknown,Unknown
20/09/1964,1964,September,Unprovoked,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",Swimming,Yes,No,M,32,FATAL,Fatal,Afternoon,Unknown
01/08/1963,1963,August,Unprovoked,DOMINICAN REPUBLIC,Santo Domingo,Rio Haina Port,Swimming,Yes,No,M,23,"FATAL. Eyewitness said, One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly.",Fatal,Unknown,8 Sharks
01/12/1962,1962,December,Unknown,SOUTH AFRICA,Western Cape Province,Swartklip,Watercraft,,,Unknown,Unknown,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",No Fatal,Unknown,"2 M [6'9], 87.5-Kg [193-Lb]  Shark"
19/08/1962,1962,August,Unprovoked,USA,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",Fishing,,,M,40,"FATAL, lower right leg bitten",Fatal,Afternoon,Unknown
20/07/1962,1962,July,Provoked,MADAGASCAR,Unknown,"Onboard tuna boat, M.V. Toscui Maru",Finning the shark,,,M,20,Right calf lacerated by boated shark PROVOKED INCIDENT,No Fatal,Morning,2 M [6'9] Shark
17/06/1962,1962,June,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Rolled off raft,,,M,11,8 laceration on left calf,No Fatal,Morning,1.8 M [6'] Shark
18/12/1961,1961,December,Unprovoked,AUSTRALIA,Queensland,Noosa Heads,Surfing,Yes,Yes,M,22,"FATAL, right wrist and hand bitten, left leg severed above knee",Fatal,Morning,Next Morning A 3 M [10'] Shark Was Caught That Had Andrews' Leg In Its Gut
06/06/1961,1961,June,Unknown,USA,Florida,"Ponte Vedra Beach, St. Johns County",Watercraft,,,M,Unknown,"No injury to diver or occupants of the boat, shark butted boat",No Fatal,Unknown,Hammerhead Shark
20/12/1960,1960,December,Unprovoked,AUSTRALIA,Queensland,"College’s Crossing, 54 miles above mouth of the Brisbane River",Fishing,,,M,33,Left thigh lacerated,No Fatal,Morning,Nurse Shark
01/10/1960,1960,October,Sea Disaster,Unknown,Enroute From Suez To Aden (Yemen),,Cargo ship el gamil entroute suez to yemen (aden) when her cargo shifted and she sank. 19 egyption sailors jumped into the water and swam for several hours before being bitten by sharks,,,M,Unknown,"Sharks attacked sailors in the water, several survivors picked up",Fatal,Unknown,Unknown
Unknown,1960,Unknown,Unprovoked,FIJI,Northwest Of Viti Levu,"Covull Reef, near Lautoka",Spearfishing,No,No,M,Unknown,"Right arm abraded, circular piece of tissue removed from left calf",No Fatal,Unknown,Unknown
01/01/1959,1959,January,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Kalapiai, Kombe",Fishing,,,M,Unknown,Minor injuries,No Fatal,Unknown,Unknown
01/10/1958,1958,October,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"East Nakanai, Talasea",Collecting shells,,,M,26,Leg & foot injured,No Fatal,Unknown,Unknown
01/07/1958,1958,July,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Maritzoan, east coast of Namatanai",Swimming,Yes,No,M,38,"FATAL, left arm severed",Fatal,Unknown,Unknown
24/06/1958,1958,June,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Wading,,No,M,17,Lower left leg & foot bitten,No Fatal,Afternoon,Tiger Shark?
01/08/1956,1956,August,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Attempting to kill a shark with explosives,,,M,Unknown,"FATAL, PROVOKED INCIDENT",Fatal,Unknown,Unknown
01/08/1956,1956,August,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Attempting to kill a shark with explosives,,,M,Unknown,"FATAL, PROVOKED INCIDENT",Fatal,Unknown,Unknown
10/02/1956,1956,February,Unprovoked,AUSTRALIA,Victoria,Cowes,Swimming,Yes,No,M,8,Punctures to calves,No Fatal,Unknown,Unknown
01/01/1956,1956,January,Sea Disaster,UNKNOWN,Between Comores & Madagascar,Geyser Bank,Shipwreck,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
09/03/1955,1955,March,Unprovoked,AUSTRALIA,New South Wales,Wamberal,Surfing,Yes,Yes,M,22,FATAL,Fatal,Afternoon,Unknown
07/10/1954,1954,October,Sea Disaster,USA,Virginia,150 miles off Cape Henry,"American freighter mormackite, bound from buenos aires for baltimore, capsized & sank in heavy seas",,,M,Unknown,Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a man’s leg & another reported that the second cook was killed by a shark,Fatal,Unknown,Unknown
27/09/1953,1953,September,Unprovoked,PHILIPPINES,Luzon Island,Bohol,Unknown,,,M,23,FATAL,Fatal,Unknown,Unknown
02/09/1953,1953,September,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,,,M,Unknown,Leg & foot bitten,No Fatal,Unknown,Hammerhead Shark
04/07/1953,1953,July,Unprovoked,USA,Hawaii,Kaula Rock near Niihau,Body boarding,Yes,Yes,M,Unknown,"Shark made 3 passes at him, lacerating his calf, shin and ankle",No Fatal,Morning,Unknown
04/04/1953,1953,April,Unprovoked,USA,Texas,South Padre Island,Swimming,Yes,No,F,19,Lacerations to right foot,No Fatal,Afternoon,Unknown
01/02/1953,1953,February,Unprovoked,AUSTRALIA,Unknown,,Spearfishing,No,No,M,Unknown,Foot bitten,No Fatal,Unknown,Wobbegong Shark
01/01/1953,1953,January,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Wading,,No,F,Unknown,Leg lacerated thigh to ankle,No Fatal,Unknown,Unknown
13/07/1952,1952,July,Provoked,USA,California,"San Diego, San Diego County",Fishing,,,M,34,Part of hand removed by shark he had caught PROVOKED INCIDENT,No Fatal,Unknown,Unknown
07/01/1952,1952,January,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,Yes,Yes,M,Unknown,Bitten on left calf and ankle,No Fatal,Unknown,8' Shark
01/01/1952,1952,January,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Spearfishing,No,No,M,Unknown,"Arm bitten, surgically amputated",No Fatal,Unknown,Unknown
12/11/1949,1949,November,Unknown,AUSTRALIA,Victoria,Port Phillip Bay,No details,,,M,Unknown,Fatal or drowning or scavenging,Unknown,Unknown,Unknown
14/12/1948,1948,December,Unprovoked,IRAN,Shat-Al-Arab River,Abadan,Unknown,,,M,19,Left thumb severed,No Fatal,Unknown,Unknown
01/12/1947,1947,December,Unprovoked,SENEGAL,Unknown,"Tiaroye, near Dakar, Cap Vert Peninsula",Fishing,,,M,Unknown,"FATAL, right thigh bitten",Fatal,Morning,Tiger Shark
01/07/1947,1947,July,Unknown,GREECE,Carpathian Sea,Dodecanese Islands,Body boarding,Yes,Yes,M,Unknown,Shark involvement  unconfirmed,Unknown,Unknown,Unknown
07/01/1946,1946,January,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Jumping in swells,,,M,18,Foot bitten,No Fatal,Morning,1.5 M [5'] Shark
08/05/1945,1945,May,Unprovoked,USA,North & South Carolina,"Ocracoke Inlet, Carteret County",Swimming,Yes,No,M,Unknown,"FATAL, large gash to thigh",Fatal,Unknown,Unknown
14/05/1943,1943,May,Sea Disaster,AUSTRALIA,Queensland,Off Brisbane,Hospital ship centaur torpedoed & sunk by the japanese submarine i-177,,,M,Unknown,FATAL,Fatal,After 04H00,Unknown
12/09/1942,1942,September,Sea Disaster,SOUTHWEST PACIFIC OCEAN,Unknown,Southwestern Pacific Base,Adrift on life raft,,,M,Unknown,"FATAL, 2 of the 9 airmen killed by sharks",Fatal,Unknown,Tiger Shark & Others
05/08/1941,1941,August,Unknown,AUSTRALIA,New South Wales,Parramata River,Swimming,Yes,No,M,Unknown,Shark involvement prior to death unconfirmed,Unknown,Unknown,Unknown
20/02/1940,1940,February,Unknown,AUSTRALIA,New South Wales,Sydney Harbour,Watercraft,,,Unknown,Unknown,"No injury. Shark grazed canoe, snapped at a piece of mast being trailed in the water & followed it into 2' of water",No Fatal,Afternoon,Unknown
